round,x_1,x_2,x_3,x_4,balance_error_kw,cost
1020,320.72188498956484,82.00000000053922,227.14390048228225,170.1342145276137,0.0,957030.6750543234
1030,320.72188498960736,82.00000000042358,227.14390048232931,170.1342145276397,0.0,957030.6750543176
1040,320.72188498964084,82.00000000033276,227.1439004823663,170.1342145276601,0.0,957030.675054313
1050,320.7218849896671,82.00000000026142,227.1439004823954,170.13421452767616,1.1368683772161603e-13,957030.6750543097
1060,320.72188498968774,82.00000000020535,227.14390048241822,170.13421452768878,1.1368683772161603e-13,957030.6750543069
1070,320.721884989704,82.00000000016132,227.14390048243618,170.13421452769867,2.2737367544323206e-13,957030.6750543048
1080,320.7218849897167,82.00000000012672,227.1439004824503,170.13421452770643,2.2737367544323206e-13,957030.675054303
1090,320.72188498972673,82.00000000009953,227.14390048246136,170.13421452771254,2.2737367544323206e-13,957030.6750543017
1100,320.7218849897346,82.00000000007819,227.14390048247006,170.13421452771735,2.2737367544323206e-13,957030.6750543006
1110,320.72188498974083,82.00000000006142,227.14390048247688,170.13421452772113,2.2737367544323206e-13,957030.6750542999
1120,320.72188498974566,82.00000000004825,227.14390048248225,170.13421452772408,2.2737367544323206e-13,957030.6750542992
1130,320.7218849897494,82.0000000000379,227.1439004824865,170.13421452772639,2.2737367544323206e-13,957030.6750542986
1140,320.7218849897524,82.00000000002977,227.14390048248976,170.13421452772823,2.2737367544323206e-13,957030.6750542982
1150,320.72188498975476,82.0000000000234,227.14390048249237,170.13421452772965,2.2737367544323206e-13,957030.6750542979
1160,320.7218849897566,82.00000000001839,227.14390048249442,170.1342145277308,2.2737367544323206e-13,957030.6750542977
1170,320.72188498975805,82.00000000001445,227.143900482496,170.13421452773164,1.1368683772161603e-13,957030.6750542974
1180,320.7218849897592,82.00000000001135,227.14390048249723,170.13421452773233,1.1368683772161603e-13,957030.6750542972
1190,320.72188498976,82.00000000000892,227.14390048249825,170.1342145277329,0.0,957030.675054297
1200,320.7218849897606,82.000000000007,227.143900482499,170.13421452773326,-1.1368683772161603e-13,957030.6750542966
1210,320.7218849897612,82.00000000000551,227.14390048249956,170.13421452773355,-2.2737367544323206e-13,957030.6750542964
1220,320.72188498976175,82.00000000000433,227.14390048250007,170.13421452773383,0.0,957030.6750542966
1230,320.72188498976203,82.00000000000341,227.1439004825004,170.13421452773412,0.0,957030.6750542966
1240,320.72188498976226,82.00000000000267,227.1439004825007,170.13421452773423,-1.1368683772161603e-13,957030.6750542964
1250,320.7218849897623,82.0000000000021,227.14390048250095,170.13421452773431,-3.410605131648481e-13,957030.675054296
1260,320.7218849897623,82.00000000000166,227.14390048250095,170.13421452773431,-7.958078640513122e-13,957030.6750542953
1270,320.7218849897623,82.00000000000131,227.14390048250095,170.13421452773431,-1.1368683772161603e-12,957030.6750542949
1280,320.7218849897623,82.00000000000102,227.14390048250095,170.13421452773431,-1.3642420526593924e-12,957030.6750542944
1290,320.7218849897623,82.00000000000081,227.14390048250095,170.13421452773431,-1.5916157281026244e-12,957030.675054294
1300,320.7218849897623,82.00000000000067,227.14390048250095,170.13421452773431,-1.7053025658242404e-12,957030.6750542938
1310,320.7218849897623,82.00000000000053,227.14390048250095,170.13421452773431,-1.9326762412674725e-12,957030.6750542936
1320,320.7218849897623,82.00000000000038,227.14390048250095,170.13421452773431,-2.0463630789890885e-12,957030.6750542934
1330,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1340,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1350,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1360,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1370,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1380,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1390,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1400,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1410,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1420,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1430,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1440,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1450,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1460,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1470,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1480,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1490,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1500,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1510,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1520,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1530,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1540,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1550,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1560,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1570,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1580,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1590,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1600,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1610,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
1620,320.7218849897623,82.00000000000028,227.14390048250095,170.13421452773431,-2.1600499167107046e-12,957030.6750542932
