round,x_1,x_2,x_3,x_4,x_5,x_6,balance_error_kw,cost
190,332.8838330255004,85.40337043060583,236.06469270910952,175.7311383268338,59.91696988479203,259.99999562315895,4.547473508864641e-13,1355596.7807163822
200,332.99868515679873,85.09395208419596,236.1740683687272,175.7938638429453,59.93943230008282,259.9999982472506,6.821210263296962e-13,1355579.0587869396
210,333.10219997263795,84.81970864368932,236.27204249833767,175.8502210193242,59.95582856745543,259.999999298556,6.821210263296962e-13,1355564.9985863972
220,333.19568239954424,84.57552994191755,236.36003434858677,175.90096094382935,59.96779264667164,259.9999997194511,6.821210263296962e-13,1355553.725569675
230,333.2802690686425,84.35722540979442,236.43924990713415,175.9467356101948,59.97652011638291,259.99999988785197,6.821210263296962e-13,1355544.587645751
240,333.356951425536,84.16132862525278,236.51072275078525,175.98811218294546,59.98288506029012,259.99999995519113,6.821210263296962e-13,1355537.0970077002
250,333.4265955542775,83.98494913113804,236.5753443196756,176.02558491207503,59.98752610073015,259.99999998210444,6.821210263296962e-13,1355530.8873704504
260,333.48995922599227,83.82565882835489,236.63388715022614,176.0595852166189,59.99090958595281,259.9999999928558,9.094947017729282e-13,1355525.6825096041
270,333.5477065731705,83.68140397405756,236.68702324721903,176.090490287004,59.9933759214008,259.99999999714896,9.094947017729282e-13,1355521.273093197
280,333.60042072069916,83.55043635914942,236.73533896588233,176.11863045684944,59.99517349855786,259.9999999988626,9.094947017729282e-13,1355517.4996015101
290,333.64861465494533,83.43125900415122,236.77934728941156,176.14429553491456,59.996483517031834,259.99999999954633,9.094947017729282e-13,1355514.2397184658
300,333.69274057344484,83.32258295332555,236.81949809350556,176.1677402496241,59.997438130281616,259.99999999981907,6.821210263296962e-13,1355511.399009361
310,333.7331979256175,83.22329263042232,236.85618680896704,176.18918893238705,59.99813370267897,259.9999999999279,9.094947017729282e-13,1355508.9040157432
320,333.7703403273026,83.13241785582105,236.8897617800637,176.20883954656753,59.99864049027467,259.9999999999713,9.094947017729282e-13,1355506.6971298275
330,333.80448150774185,83.04911108827702,236.92053054302588,176.22686715370892,59.999009707258715,259.9999999999885,9.094947017729282e-13,1355504.7327805457
340,333.8359004263547,82.97262879536986,236.9487651998307,176.24342689599303,59.99927868245722,259.9999999999954,9.094947017729282e-13,1355502.9745876547
350,333.864845677909,82.90231610988911,236.9747070279333,176.25865656316978,59.99947462110157,259.9999999999981,9.094947017729282e-13,1355501.3932314562
360,333.891539288229,82.83759411903374,236.99857044134646,176.2726788028882,59.999617348504245,259.9999999999992,9.094947017729282e-13,1355499.9648524611
370,333.9161799881894,82.7779492765687,237.0205463991891,176.28560302525145,59.999721310802514,259.9999999999997,9.094947017729282e-13,1355498.6698443233
380,333.93894604120794,82.72292453716604,237.04080534258017,176.2975270453416,59.99979703370515,259.9999999999997,6.821210263296962e-13,1355497.491939298
390,333.9599976885892,82.6721118958369,237.059499728364,176.30853850129145,59.99985218591914,259.9999999999997,4.547473508864641e-13,1355496.4175118722
400,333.9794792676926,82.62514608000458,237.0767662178875,176.31871608012224,59.99989235429351,259.9999999999997,2.2737367544323206e-13,1355495.435045596
410,333.9975210498368,82.58169919204234,237.09272757042723,176.32813057892423,59.99992160876966,259.9999999999997,0.0,1355494.5347224155
420,334.01424083793654,82.54147613944836,237.10749428356647,176.33684582495192,59.999942914096714,259.9999999999997,-2.2737367544323206e-13,1355493.7081042936
430,334.0297453579597,82.50421072081441,237.1211660166146,176.34491947476204,59.99995842984907,259.9999999999997,-4.547473508864641e-13,1355492.9478846593
440,334.0441314732465,82.46966226028341,237.13383282786913,176.35240370956726,59.99996972903321,259.9999999999997,-6.821210263296962e-13,1355492.2476929256
450,334.05748724644405,82.43761270273622,237.1455762520035,176.35934584145167,59.999977957363726,259.9999999999997,-1.1368683772161603e-12,1355491.601939554
460,334.06989287015057,82.40786409759218,237.15647024001447,176.3657888429376,59.99998394930407,259.9999999999997,-1.3642420526593924e-12,1355491.005692262
470,334.08142148426737,82.38023641170055,237.16658198087347,176.37177181055387,59.99998831260328,259.9999999999997,-1.8189894035458565e-12,1355490.4545762963
480,334.09213989541865,82.35456562197888,237.1759726212293,176.37733037149266,59.99999148987879,259.9999999999997,-2.0463630789890885e-12,1355489.9446934278
490,334.1021092115637,82.33070204672576,237.18469789712208,176.38249704111107,59.99999380347554,259.9999999999997,-2.0463630789890885e-12,1355489.4725555987
