round,x_1,x_2,x_3,x_4,balance_error_kw,cost
2590,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2600,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2610,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2620,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2630,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2640,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2650,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2660,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2670,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2680,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2690,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2700,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2710,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2720,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2730,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2740,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2750,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2760,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2770,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2780,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2790,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2800,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2810,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2820,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2830,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2840,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2850,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2860,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2870,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2880,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2890,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2900,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2910,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2920,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2930,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2940,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2950,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2960,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2970,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2980,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
2990,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
3000,320.7218849897652,82.00000000000018,227.14390048250254,170.1342145277356,3.524291969370097e-12,957030.6750543019
